city,cuisine,count,mean,std,min,25%,50%,75%,max
agincourt,burger,2.0,2.25,0.3535533905932738,2.0,2.125,2.25,2.375,2.5
ahwatukee,breakfast,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
ahwatukee,italian,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
airdrie,american,4.0,3.25,0.6454972243679028,2.5,2.875,3.25,3.625,4.0
airdrie,asian,2.0,2.25,1.7677669529663689,1.0,1.625,2.25,2.875,3.5
airdrie,barbequ,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
airdrie,breakfast,5.0,3.0,0.3535533905932738,2.5,3.0,3.0,3.0,3.5
airdrie,burger,6.0,3.3333333333333335,0.6831300510639732,2.5,2.75,3.5,3.875,4.0
airdrie,cafe,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
airdrie,chines,3.0,3.5,0.8660254037844386,3.0,3.0,3.0,3.75,4.5
airdrie,italian,6.0,2.9166666666666665,1.241638702145945,1.0,2.25,3.25,3.5,4.5
airdrie,japanes,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
airdrie,lebanes,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
airdrie,mediterranean,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
airdrie,mexican,3.0,4.166666666666667,0.28867513459481287,4.0,4.0,4.0,4.25,4.5
airdrie,thai,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
airdrie,vegan,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
airdrie,vegetarian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
airdrie,vietnames,3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
ajax,afghan,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
ajax,american,11.0,3.090909090909091,0.8005679801922451,2.0,2.5,3.0,3.5,4.5
ajax,arabian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
ajax,asian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
ajax,barbequ,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
ajax,breakfast,12.0,3.7083333333333335,0.9159777025207281,1.5,3.375,4.0,4.125,5.0
ajax,burger,14.0,3.2142857142857144,0.8925823753039809,1.5,2.625,3.25,3.875,4.5
ajax,cafe,3.0,3.8333333333333335,0.7637626158259733,3.0,3.5,4.0,4.25,4.5
ajax,cajuncreol,2.0,2.75,1.0606601717798212,2.0,2.375,2.75,3.125,3.5
ajax,caribbean,9.0,3.388888888888889,0.8579691784155834,1.5,3.0,3.5,4.0,4.5
ajax,chines,8.0,3.375,0.8345229603962802,2.5,2.875,3.0,4.125,4.5
ajax,german,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
ajax,indian,7.0,3.9285714285714284,0.7319250547113999,2.5,4.0,4.0,4.0,5.0
ajax,italian,6.0,3.6666666666666665,0.752772652709081,2.5,3.25,4.0,4.0,4.5
ajax,japanes,4.0,3.375,0.47871355387816905,3.0,3.0,3.25,3.625,4.0
ajax,kebab,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
ajax,lebanes,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
ajax,mexican,4.0,3.0,0.9128709291752769,2.0,2.375,3.0,3.625,4.0
ajax,thai,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
ajax,vietnames,3.0,3.3333333333333335,0.2886751345948129,3.0,3.25,3.5,3.5,3.5
akron,american,36.0,3.5,0.7928249671720918,1.5,3.5,3.5,4.0,5.0
akron,asian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
akron,barbequ,4.0,3.25,0.6454972243679028,2.5,2.875,3.25,3.625,4.0
akron,breakfast,6.0,3.0,0.7745966692414834,2.0,2.5,3.0,3.5,4.0
akron,burger,13.0,2.923076923076923,1.3669636950518267,1.0,1.5,3.5,4.0,4.5
akron,cafe,3.0,4.333333333333333,0.28867513459481287,4.0,4.25,4.5,4.5,4.5
akron,cajuncreol,2.0,3.0,0.7071067811865476,2.5,2.75,3.0,3.25,3.5
akron,caribbean,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
akron,chines,6.0,2.9166666666666665,0.3763863263545405,2.5,2.625,3.0,3.0,3.5
akron,german,2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
akron,indian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
akron,italian,8.0,3.75,0.5976143046671968,3.0,3.375,3.75,4.125,4.5
akron,japanes,7.0,3.5714285714285716,0.4498677054212186,3.0,3.25,3.5,4.0,4.0
akron,lebanes,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
akron,mediterranean,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
akron,mexican,14.0,3.357142857142857,1.027105182026191,1.0,3.0,3.5,4.0,4.5
akron,thai,4.0,3.875,0.9464847243000456,2.5,3.625,4.25,4.5,4.5
akron,vegan,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
akron,vegetarian,2.0,4.25,1.0606601717798212,3.5,3.875,4.25,4.625,5.0
alburg,breakfast,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
allison park,american,9.0,3.6666666666666665,0.7071067811865475,3.0,3.0,3.5,4.0,5.0
allison park,asian,2.0,4.0,0.7071067811865476,3.5,3.75,4.0,4.25,4.5
allison park,breakfast,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
allison park,burger,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
allison park,cafe,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
allison park,italian,3.0,3.5,0.5,3.0,3.25,3.5,3.75,4.0
allison park,thai,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
ambridge,american,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
ambridge,barbequ,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
ambridge,breakfast,2.0,4.5,0.0,4.5,4.5,4.5,4.5,4.5
ambridge,cafe,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
ambridge,italian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
ambridge,mexican,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
amherst,american,10.0,3.15,1.1559027256266468,1.0,2.625,3.5,4.0,4.5
amherst,asian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
amherst,barbequ,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
amherst,breakfast,6.0,2.9166666666666665,0.3763863263545405,2.5,2.625,3.0,3.0,3.5
amherst,burger,4.0,2.625,1.3149778198382918,1.5,1.875,2.25,3.0,4.5
amherst,chines,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
amherst,italian,3.0,4.166666666666667,0.7637626158259734,3.5,3.75,4.0,4.5,5.0
amherst,mexican,3.0,3.5,0.5,3.0,3.25,3.5,3.75,4.0
anjou,american,2.0,3.5,0.0,3.5,3.5,3.5,3.5,3.5
anjou,breakfast,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
anjou,chines,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
anjou,french,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
anjou,mediterranean,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
anjou,thai,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
anthem,american,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
anthem,burger,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
anthem,korean,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
anthem,mexican,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
apache junction,breakfast,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
apache junction,chines,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
arnold,asian,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
aspinwall,italian,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
aspinwall,mediterranean,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
aspinwall,portugues,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
auburn township,italian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
auburn twp,american,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
aurora,american,20.0,3.15,0.7272876792721383,2.0,2.5,3.0,3.5,4.5
aurora,asian,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
aurora,barbequ,3.0,4.166666666666667,0.28867513459481287,4.0,4.0,4.0,4.25,4.5
aurora,breakfast,7.0,3.142857142857143,0.6900655593423541,2.0,2.75,3.5,3.5,4.0
aurora,british,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
aurora,burger,13.0,2.8461538461538463,0.7741827783921407,1.5,2.0,3.0,3.5,4.0
aurora,cafe,4.0,4.0,0.7071067811865476,3.0,3.75,4.25,4.5,4.5
aurora,cajuncreol,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
aurora,chines,10.0,3.7,0.5868938953886336,3.0,3.125,3.75,4.0,4.5
aurora,french,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
aurora,german,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
aurora,indian,3.0,3.8333333333333335,0.2886751345948129,3.5,3.75,4.0,4.0,4.0
aurora,italian,8.0,3.5625,0.8634441002668988,2.0,3.25,4.0,4.0,4.5
aurora,japanes,8.0,3.6875,0.45806269065645216,3.0,3.375,4.0,4.0,4.0
aurora,korean,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
aurora,lebanes,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
aurora,malaysian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
aurora,mediterranean,4.0,3.875,0.47871355387816905,3.5,3.5,3.75,4.125,4.5
aurora,mexican,6.0,3.4166666666666665,0.5845225972250061,2.5,3.125,3.5,3.875,4.0
aurora,thai,2.0,4.0,0.7071067811865476,3.5,3.75,4.0,4.25,4.5
aurora,vegetarian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
aurora,vietnames,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
avalon,burger,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avalon,italian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avon,american,18.0,3.5555555555555554,0.8204892530552031,2.0,3.0,3.75,4.0,4.5
avon,barbequ,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
avon,breakfast,2.0,2.25,0.3535533905932738,2.0,2.125,2.25,2.375,2.5
avon,burger,6.0,3.1666666666666665,0.6055300708194983,2.0,3.125,3.5,3.5,3.5
avon,cafe,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
avon,chines,2.0,2.5,0.0,2.5,2.5,2.5,2.5,2.5
avon,italian,5.0,3.5,0.5,3.0,3.0,3.5,4.0,4.0
avon,japanes,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
avon,mediterranean,3.0,4.5,0.0,4.5,4.5,4.5,4.5,4.5
avon,mexican,3.0,2.8333333333333335,0.2886751345948129,2.5,2.75,3.0,3.0,3.0
avon lake,american,12.0,3.625,0.5690901829794961,2.5,3.375,3.75,4.0,4.5
avon lake,breakfast,2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
avon lake,burger,7.0,2.642857142857143,0.9880235200593538,1.0,2.0,3.0,3.5,3.5
avon lake,chines,2.0,3.25,1.0606601717798212,2.5,2.875,3.25,3.625,4.0
avon lake,italian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avon lake,mediterranean,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
avon lake,mexican,6.0,3.1666666666666665,0.6055300708194983,2.5,2.625,3.25,3.5,4.0
avon lake,thai,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avon lake,vegan,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
avon lake,vegetarian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
avondale,american,16.0,3.1875,0.8139410298049853,2.0,2.5,3.5,3.5,5.0
avondale,asian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avondale,barbequ,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
avondale,breakfast,3.0,3.8333333333333335,1.0408329997330663,3.0,3.25,3.5,4.25,5.0
avondale,burger,18.0,2.7777777777777777,0.9110792278814858,1.5,2.0,3.0,3.375,4.5
avondale,cafe,2.0,3.0,0.7071067811865476,2.5,2.75,3.0,3.25,3.5
avondale,cajuncreol,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
avondale,chines,7.0,3.142857142857143,0.5563486402641868,2.5,2.75,3.0,3.5,4.0
avondale,hawaiian,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
avondale,indian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
avondale,italian,7.0,3.5,0.5773502691896257,2.5,3.25,3.5,4.0,4.0
avondale,japanes,3.0,3.6666666666666665,0.7637626158259733,3.0,3.25,3.5,4.0,4.5
avondale,korean,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
avondale,mediterranean,2.0,4.5,0.0,4.5,4.5,4.5,4.5,4.5
avondale,mexican,37.0,3.4324324324324325,0.7280316133452105,2.0,3.0,3.5,4.0,4.5
avondale,thai,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
avondale,vietnames,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
baie-d'urfe,italian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bainbridge,burger,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
bainbridge township,breakfast,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
baldwin,burger,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
balzac,breakfast,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
balzac,cafe,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
barberton,breakfast,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
bath,italian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bay village,american,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
bay village,breakfast,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bay village,cafe,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
bay village,chines,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bay village,italian,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
bay village,vegetarian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
beachwood,american,11.0,3.5,0.6324555320336759,2.5,3.0,3.5,3.75,4.5
beachwood,breakfast,4.0,3.125,0.8539125638299665,2.0,2.75,3.25,3.625,4.0
beachwood,british,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
beachwood,burger,2.0,2.25,0.3535533905932738,2.0,2.125,2.25,2.375,2.5
beachwood,cafe,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
beachwood,chines,4.0,3.875,1.0307764064044151,3.0,3.0,3.75,4.625,5.0
beachwood,french,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
beachwood,indian,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
beachwood,italian,5.0,3.2,0.758287544405155,2.0,3.0,3.5,3.5,4.0
beachwood,japanes,3.0,3.3333333333333335,0.7637626158259733,2.5,3.0,3.5,3.75,4.0
beachwood,mexican,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
beachwood,vegetarian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
beaconsfield,burger,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
beaconsfield,cafe,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
beaconsfield,italian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
beauharnois,burger,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bedford,american,6.0,3.5833333333333335,0.8010409893798611,2.5,3.125,3.5,4.25,4.5
bedford,breakfast,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
bedford,burger,5.0,3.1,0.8944271909999159,2.5,2.5,2.5,3.5,4.5
bedford,cafe,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bedford,italian,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
bedford,mediterranean,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bedford,mexican,2.0,4.0,0.7071067811865476,3.5,3.75,4.0,4.25,4.5
bedford,vegan,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bedford heights,american,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
bedford heights,breakfast,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bedford heights,burger,2.0,2.5,0.7071067811865476,2.0,2.25,2.5,2.75,3.0
bedford heights,italian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bedford heights,vegan,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
beeton,italian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
belleville,american,3.0,4.166666666666667,0.7637626158259734,3.5,3.75,4.0,4.5,5.0
belleville,breakfast,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
belleville,cafe,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
belleville,italian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bellevue,american,3.0,3.8333333333333335,0.2886751345948129,3.5,3.75,4.0,4.0,4.0
bellevue,barbequ,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bellevue,breakfast,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bellevue,chines,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
bellevue,italian,2.0,4.25,1.0606601717798212,3.5,3.875,4.25,4.625,5.0
bellevue,thai,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
belmont,american,6.0,3.3333333333333335,0.25819888974716115,3.0,3.125,3.5,3.5,3.5
belmont,asian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
belmont,breakfast,5.0,4.3,0.5700877125495689,3.5,4.0,4.5,4.5,5.0
belmont,burger,3.0,3.0,1.0,2.0,2.5,3.0,3.5,4.0
belmont,cafe,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
belmont,chines,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
belmont,italian,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
belmont,japanes,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
belmont,mediterranean,2.0,4.5,0.0,4.5,4.5,4.5,4.5,4.5
belmont,mexican,2.0,3.0,0.7071067811865476,2.5,2.75,3.0,3.25,3.5
beloeil,burger,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
beloeil,french,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
ben avon,cafe,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
berea,american,15.0,3.7,0.6210590034081188,2.0,3.5,4.0,4.0,4.5
berea,barbequ,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
berea,burger,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
berea,cafe,2.0,2.5,1.4142135623730951,1.5,2.0,2.5,3.0,3.5
berea,chines,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
berea,italian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
berea,mexican,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
berea,thai,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
berea,vietnames,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
bethel park,american,8.0,3.0625,1.1160357137142674,1.0,2.5,3.0,4.0,4.5
bethel park,breakfast,2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
bethel park,burger,3.0,2.5,1.5,1.0,1.75,2.5,3.25,4.0
bethel park,cafe,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
bethel park,chines,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
bethel park,italian,5.0,3.7,0.5700877125495689,3.0,3.5,3.5,4.0,4.5
bethel park,japanes,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
bethel park,mediterranean,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bethel park,mexican,2.0,3.75,0.3535533905932738,3.5,3.625,3.75,3.875,4.0
bethel park,thai,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
black earth,american,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
blainville,barbequ,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
blainville,breakfast,2.0,4.25,1.0606601717798212,3.5,3.875,4.25,4.625,5.0
blainville,burger,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
blakeney,american,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
blawnox,thai,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
bois-des-filion,german,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
boisbriand,american,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
boisbriand,breakfast,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
boisbriand,burger,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
boisbriand,italian,3.0,2.6666666666666665,0.7637626158259733,2.0,2.25,2.5,3.0,3.5
boisbriand,mexican,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
boisbriand,portugues,2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
bolton,american,3.0,2.5,0.5,2.0,2.25,2.5,2.75,3.0
bolton,barbequ,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bolton,british,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bolton,burger,4.0,3.375,1.1086778913041726,2.0,2.75,3.5,4.125,4.5
bolton,cafe,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bolton,cajuncreol,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
bolton,chines,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
bolton,italian,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
bolton,japanes,2.0,4.0,0.7071067811865476,3.5,3.75,4.0,4.25,4.5
boucherville,american,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
boucherville,breakfast,3.0,3.5,1.3228756555322954,2.0,3.0,4.0,4.25,4.5
boucherville,cafe,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
boucherville,french,2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
boucherville,italian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
boucherville,japanes,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
boucherville,portugues,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
boulder city,american,11.0,4.2272727272727275,0.606779876216918,3.0,4.0,4.5,4.5,5.0
boulder city,barbequ,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
boulder city,breakfast,4.0,4.375,0.25,4.0,4.375,4.5,4.5,4.5
boulder city,burger,5.0,3.5,1.4142135623730951,2.0,2.0,4.0,4.5,5.0
boulder city,chines,3.0,3.5,0.8660254037844386,3.0,3.0,3.0,3.75,4.5
boulder city,italian,3.0,3.6666666666666665,0.2886751345948129,3.5,3.5,3.5,3.75,4.0
boulder city,japanes,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
boulder city,mexican,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
braddock,american,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
braddock,italian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
braddock,mexican,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bradford,american,4.0,2.125,0.6291528696058958,1.5,1.875,2.0,2.25,3.0
bradford,burger,2.0,3.5,1.4142135623730951,2.5,3.0,3.5,4.0,4.5
bradford,cajuncreol,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bradford,indian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bradford,italian,3.0,3.3333333333333335,2.081665999466133,1.0,2.5,4.0,4.5,5.0
bradford,japanes,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
bradford,mediterranean,2.0,4.5,0.0,4.5,4.5,4.5,4.5,4.5
bradford,mexican,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
bradford,portugues,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
bradford,thai,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
bradford,vietnames,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
bradford west gwillimbury,american,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
bradford west gwillimbury,indian,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
bradford west gwillimbury,mexican,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
brampton,afghan,4.0,3.75,0.28867513459481287,3.5,3.5,3.75,4.0,4.0
brampton,african,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
brampton,american,39.0,3.051282051282051,0.7930194777165229,1.0,2.75,3.0,3.5,4.5
brampton,asian,3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
brampton,barbequ,4.0,3.25,0.28867513459481287,3.0,3.0,3.25,3.5,3.5
brampton,breakfast,25.0,3.56,0.6664583007710735,2.0,3.0,3.5,4.0,4.5
brampton,british,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
brampton,burger,30.0,3.033333333333333,0.8995528902176071,1.0,2.5,3.0,3.875,4.5
brampton,cafe,15.0,3.5,0.7559289460184544,2.0,3.0,3.5,4.0,4.5
brampton,cajuncreol,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
brampton,caribbean,20.0,3.7,0.5231483637805969,3.0,3.0,4.0,4.0,4.5
brampton,chines,23.0,3.3260869565217392,0.7478559604291505,2.0,2.75,3.5,4.0,4.5
brampton,french,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
brampton,indian,58.0,3.5689655172413794,0.6451456782452314,2.0,3.5,3.5,4.0,5.0
brampton,italian,24.0,3.2083333333333335,1.0099146182880434,1.0,3.0,3.5,4.0,5.0
brampton,japanes,8.0,3.625,0.5175491695067657,3.0,3.375,3.5,4.0,4.5
brampton,lebanes,4.0,3.25,0.9574271077563381,2.0,2.75,3.5,4.0,4.0
brampton,mediterranean,19.0,3.3684210526315788,0.8950807732508138,1.0,3.0,3.5,4.0,4.5
brampton,mexican,11.0,3.1818181818181817,0.9558432735738447,1.5,2.75,3.5,4.0,4.0
brampton,portugues,4.0,3.5,0.408248290463863,3.0,3.375,3.5,3.625,4.0
brampton,thai,5.0,3.6,0.4183300132670378,3.0,3.5,3.5,4.0,4.0
brampton,vegan,1.0,4.5,,4.5,4.5,4.5,4.5,4.5
brampton,vegetarian,10.0,3.35,0.4116363011742823,3.0,3.0,3.25,3.5,4.0
brampton,vietnames,6.0,3.4166666666666665,0.584522597225006,2.5,3.125,3.5,3.875,4.0
bratenahl,american,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
brecksville,american,10.0,3.4,0.6146362971528592,2.5,3.125,3.5,3.5,4.5
brecksville,asian,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
brecksville,breakfast,2.0,3.25,0.3535533905932738,3.0,3.125,3.25,3.375,3.5
brecksville,burger,1.0,2.5,,2.5,2.5,2.5,2.5,2.5
brecksville,chines,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
brecksville,italian,2.0,4.25,0.3535533905932738,4.0,4.125,4.25,4.375,4.5
brecksville,mexican,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
brecksville,thai,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
brecksville,vegetarian,1.0,3.5,,3.5,3.5,3.5,3.5,3.5
brentwood,american,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
