,Importance,Idx,Token
599,0.000491731116439815,887,identify
600,0.000490875141769207,1895,useful
601,0.0004905650106061642,1252,original
602,0.000489732876810896,57,admit
603,0.0004888003935445149,1354,positive
604,0.0004884619945650052,1801,thanks
605,0.0004873413853056699,960,intuition
606,0.0004873207335628223,310,choice
607,0.0004871422466026905,651,factor
608,0.0004869842886695321,791,group
609,0.00048488523026462627,1482,religion
610,0.00048349191011870746,258,bunch
611,0.0004834232992397475,457,dark
612,0.0004828876567609326,1804,therapist
613,0.00048204989198240137,1141,mistake
614,0.00048159065903065487,843,highly
615,0.0004805605645876509,317,city
616,0.00047942050316962054,125,artist
617,0.000478996920167983,1004,lady
618,0.00047859083490039706,1185,necessarily
619,0.00047791575851692747,1295,perceive
620,0.0004767777941149019,1755,superior
621,0.000475782208719469,1708,step
622,0.0004754267697104175,527,dom
623,0.0004743427946387925,1682,special
624,0.0004730506129020128,1159,motivation
625,0.00047298857570048694,1575,send
626,0.0004723925631511728,592,entirely
627,0.0004723754987349183,1908,version
628,0.0004715967678246758,281,catch
629,0.0004708273487831096,1943,website
630,0.00047053599298569726,862,hop
631,0.00047005237716821316,518,dislike
632,0.00046987993686990097,463,daydream
633,0.00046876044809080885,1010,later
634,0.000467483359614201,682,feeler
635,0.0004674331030608074,1481,relevant
636,0.0004669333179514186,1717,strange
637,0.0004662410834742283,1119,member
638,0.00046572673597681407,1288,pattern
639,0.00046545234724483997,493,detail
640,0.00046482508893947073,268,calm
641,0.0004646037796609219,797,guilty
642,0.00046442556163296477,173,band
643,0.00046404373945468924,464,dead
644,0.00046346946314527077,1782,teach
645,0.0004633744766063561,1960,wink
646,0.000462943707079922,1039,literally
647,0.00046263648469783525,895,image
648,0.0004623115357609272,393,contact
649,0.00046148759246339985,1668,somewhat
650,0.0004608859625846897,358,compare
651,0.0004600648591832757,748,future
652,0.00045992429999736116,885,idealist
653,0.000459923325539711,1753,super
654,0.00045984626916142213,914,individual
655,0.00045919454798838856,163,awkward
656,0.0004586943179139649,1174,nah
657,0.00045829875294650093,543,drop
658,0.00045791070201844225,1306,perspective
659,0.00045767009611701563,915,inferior
660,0.00045674862256202454,1671,soon
661,0.0004566216149456078,280,cat
662,0.00045634250449682847,1321,piece
663,0.0004557119142338093,1735,style
664,0.00045530523601949895,1178,natural
665,0.0004534247906664964,1885,universe
666,0.0004532601830697612,622,excuse
667,0.00045290016514536207,1036,link
668,0.00045258331940166934,1380,primary
669,0.0004523109045007701,669,fast
670,0.00045095457027490954,1919,vote
671,0.00045015037614015355,230,bore
672,0.00044914257742964336,1436,rare
673,0.0004482144793850935,93,animal
674,0.0004477043935262242,1007,large
675,0.0004476996490102663,868,hot
676,0.00044735995088566257,357,company
677,0.0004462579406279329,473,deeply
678,0.00044624110346984706,1752,sun
679,0.0004462285518728223,1667,somebody
680,0.0004450259007827627,1277,particularly
681,0.00044490350160080394,1100,match
682,0.0004448507671488614,652,fail
683,0.00044437017861918127,964,involve
684,0.00044334200888571394,137,atheist
685,0.0004430045350912182,1228,offend
686,0.00044138228201673227,961,intuitive
687,0.00044128056791508725,1475,relation
688,0.0004411681410785289,1691,spiritual
689,0.000440657270117476,916,influence
690,0.0004402828949898942,1220,obsess
691,0.00044024083456384896,219,blow
692,0.00044006979606351737,9,4w3
693,0.0004397431634491552,1918,voice
694,0.000438799936768754,612,evil
695,0.00043727195167287606,884,ideal
696,0.0004366527783602685,583,energy
697,0.00043653744894708765,1294,perc
698,0.00043514406081113753,591,entire
699,0.00043466272154938057,1745,suffer
700,0.0004341752449612492,454,dance
701,0.00043348060446130976,1655,smoke
702,0.0004327499740180787,922,inner
703,0.00043248424568150147,1512,ridiculous
704,0.0004324371213586375,1216,object
705,0.00043234074523379777,1068,luck
706,0.0004318667764936124,283,cause
707,0.00043170909239664335,255,bullshit
708,0.00043147413759496585,1874,uh
709,0.00043118306786849074,1835,tough
710,0.0004311148045922661,1182,near
711,0.0004303192178176748,395,context
712,0.00042992053460071713,942,intense
713,0.00042976915576042814,1543,sarcasm
714,0.000429721820235655,38,accord
715,0.00042916708684890154,477,definition
716,0.0004291565500476267,1676,source
717,0.0004289739482681744,384,connection
718,0.00042851451815540336,1076,main
719,0.0004283976988438855,937,insult
720,0.000428349134337088,1405,provide
721,0.00042399181029953605,663,fan
722,0.0004238210422597478,528,dominant
723,0.0004229812946389021,1131,middle
724,0.0004229046203360534,1698,standard
725,0.00042144653436744614,1637,site
726,0.0004203630776554693,1665,solution
727,0.00041994840335324995,28,ability
728,0.00041885170811827396,80,allow
729,0.0004185474944144512,512,disagree
730,0.00041825036794368344,1190,nervous
731,0.0004181218598794674,1716,straight
732,0.0004180819883334255,97,annoying
733,0.00041767459639350477,1881,understanding
734,0.00041670535607724,1777,taste
735,0.0004163898317393071,1311,phone
736,0.00041487770744689725,872,huge
737,0.0004148584567365239,123,art
738,0.000414775090997071,1089,manner
739,0.00041469338849421796,1355,possibility
740,0.0004146544365377308,1353,position
741,0.00041419296394473254,700,finish
742,0.0004139923659040314,780,grade
743,0.00041393436853179327,873,huh
744,0.0004137247040866865,1454,reasoning
745,0.0004130781131391323,1756,support
746,0.0004127340725688651,369,concern
747,0.00041249014851941124,911,incredibly
748,0.00041235815159748374,1409,public
749,0.0004123395173473181,516,discuss
750,0.0004121029396672911,1389,product
751,0.0004118461924354262,655,fairly
752,0.00041131840609950394,124,article
753,0.0004110080654756472,1563,search
754,0.0004108694935999841,356,community
755,0.0004106449099716893,1121,mental
756,0.0004106434922093631,64,affect
757,0.0004101277727923335,648,facebook
758,0.0004092078397315696,1633,single
759,0.0004088324330711959,1279,party
760,0.00040858966202183595,109,apparently
761,0.0004080689209279037,1462,red
762,0.00040651963186001027,1699,star
763,0.00040579987380372174,1124,merely
764,0.000405541882052303,118,area
765,0.00040508921819967347,1391,professional
766,0.00040441688614380953,944,interact
767,0.00040382732720587415,1382,private
768,0.00040341694739453275,508,direct
769,0.00040304623554066407,1751,summer
770,0.000402926042990571,1500,respond
771,0.0004018785204438739,1310,philosophy
772,0.00040152260500741095,1422,quickly
773,0.00040070321317901164,799,gun
774,0.0004006388646416021,446,cut
775,0.000399491622998248,577,emotionally
776,0.00039937061954118183,539,dress
777,0.00039909174292069015,392,constantly
778,0.00039850721213597804,607,event
779,0.00039774751586946276,1231,offer
780,0.0003974896680487223,1569,seek
781,0.0003969607404661324,890,idk
782,0.000396946031470077,1156,morning
783,0.0003965622431722909,614,exact
784,0.00039641637258535994,233,boss
785,0.00039568252676732606,332,club
786,0.00039417062766866536,653,failure
787,0.0003939277009879481,1647,slightly
788,0.0003935500993727843,588,enneagram
789,0.0003933907407892502,1888,unsure
790,0.00039324358819682777,459,datum
791,0.00039306902693533917,437,crush
792,0.00039290947967918113,336,coffee
793,0.0003927250307687212,1219,observe
794,0.00039245482827844993,1573,sell
795,0.0003915156540322566,1017,lean
796,0.0003914020673419193,907,improve
797,0.0003912854760100369,1869,typically
798,0.00039046859647407205,1365,practical
799,0.0003898319495970731,361,complain
800,0.0003898158214395411,90,and/or
801,0.0003896563754909564,1430,raise
802,0.00038896281141312416,1487,remind
803,0.0003881055626224121,1891,upset
804,0.0003880459289182052,1403,proud
